Symbol,Security,GICS Sector,GICS Sub-Industry,Headquarters Location,Date added,CIK,Founded,cik,name,ticker,exchange,RIC_Suffix,Ticker
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,"Exton, Pennsylvania",2020-05-22,105770,1923,105770,WEST PHARMACEUTICAL SERVICES INC,WST,NYSE,.N,WST.N
WY,Weyerhaeuser,Real Estate,Timber REITs,"Seattle, Washington",1979-10-01,106535,1900,106535,WEYERHAEUSER CO,WY,NYSE,.N,WY.N
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada",2008-11-14,1174922,2002,1174922,WYNN RESORTS LTD,WYNN,Nasdaq,.O,WYNN.O
XEL,Xcel Energy,Utilities,Multi-Utilities,"Minneapolis, Minnesota",1957-03-04,72903,1909,72903,XCEL ENERGY INC,XEL,Nasdaq,.O,XEL.O
XOM,ExxonMobil,Energy,Integrated Oil & Gas,"Irving, Texas",1957-03-04,34088,1999,34088,EXXON MOBIL CORP,XOM,NYSE,.N,XOM.N
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,"White Plains, New York",2011-11-01,1524472,2011,1524472,Xylem Inc.,XYL,NYSE,.N,XYL.N
YUM,Yum! Brands,Consumer Discretionary,Restaurants,"Louisville, Kentucky",1997-10-06,1041061,1997,1041061,YUM BRANDS INC,YUM,NYSE,.N,YUM.N
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,"Warsaw, Indiana",2001-08-07,1136869,1927,1136869,"ZIMMER BIOMET HOLDINGS, INC.",ZBH,NYSE,.N,ZBH.N
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois",2019-12-23,877212,1969,877212,ZEBRA TECHNOLOGIES CORP,ZBRA,Nasdaq,.O,ZBRA.O
ZTS,Zoetis,Health Care,Pharmaceuticals,"Parsippany, New Jersey",2013-06-21,1555280,1952,1555280,Zoetis Inc.,ZTS,NYSE,.N,ZTS.N
